Name,Gender,Position,Height,Weight,Arm Length (inches),Hand Size (inches),Wingspan (inches),Max Velocity (mph),Arm Strength Velocity (mph),Arm Strength Distance (yards),Catch Radius (feet),3 Cone Drill (sec),20 Yard Shuttle (sec),40 Yard Dash (sec),10 Yard Split (sec),Bench Reps at 225,1 Rep Max Press (lbs),1 Rep Max Squat (lbs),Power Clean (lbs),Vertical Jump (inches),Broad Jump (feet),Positions Played,Field Goal Distance (yards),Field Goal Accuracy (%),Field Goal Consistency (avg misses),Punt Distance (yards),Punt Hang Time (seconds),Punt Accuracy (%),Punt Consistency (yards)
Aaron Rivera,Male,Safety,5.67,255,28.7,7.9,70.9,18.4,57.3,62.1,5.9,7.98,3.87,4.99,1.36,19,365,352,238,35.8,12.4,1,30,0.72,2.6,37,5.36,0.39,59
Richard Clayton,Male,Wide Receiver,5.5,302,28.3,7.8,78.1,17.9,61.8,70.2,10.3,5.94,5.41,5.37,1.71,5,347,508,321,29.2,9.1,4,25,0.76,0.1,63,4.55,0.32,47
John Harper,Male,Quarterback,5.83,322,33.6,7.7,65.8,20.1,53.0,62.0,13.5,7.26,5.16,4.84,1.61,38,262,616,277,39.2,12.7,3,13,0.63,2.3,47,3.33,0.48,50
Carlos Yu,Male,Wide Receiver,5.67,180,30.7,8.9,77.2,21.1,57.1,51.9,9.4,6.19,3.92,5.17,1.67,33,294,584,226,37.9,8.0,2,63,0.66,0.3,72,3.88,0.28,60
Johnny White,Male,Safety,5.67,316,32.7,9.3,84.8,22.1,69.0,41.3,14.3,6.82,3.7,4.51,1.49,40,538,332,342,27.1,9.3,1,27,0.8,1.6,43,3.01,0.31,45
Brian Reed,Male,Safety,6.75,195,38.7,9.5,81.9,24.4,54.9,64.4,13.8,7.93,5.36,4.84,1.48,33,351,327,315,30.7,9.9,3,14,0.6,0.9,31,4.86,0.38,54
Eric Garcia,Male,Wide Receiver,6.42,317,32.2,8.8,65.5,23.7,69.6,59.8,9.7,7.55,3.7,4.2,1.96,29,375,680,449,22.1,10.5,1,40,0.76,0.8,31,5.25,0.38,52
Jeffrey Brown,Male,Kicker,5.33,330,31.2,10.1,67.9,17.2,63.9,62.4,8.8,7.53,4.51,4.68,1.81,44,501,310,233,21.5,7.6,3,57,0.83,1.5,54,3.52,0.43,58
Gary Matthews,Male,Kicker,5.75,305,32.7,9.8,71.4,20.5,51.2,74.8,6.2,5.91,4.41,4.98,1.5,5,468,605,450,23.5,9.1,3,24,0.55,2.4,72,4.01,0.4,32
Paul Murphy,Male,Wide Receiver,6.75,184,29.2,8.7,71.2,20.0,56.6,44.8,7.5,6.4,5.13,4.6,1.3,19,418,531,377,29.6,10.7,4,37,0.64,0.8,26,5.06,0.4,32
Anthony Francis,Male,Tight End,5.58,291,36.7,9.4,84.6,23.1,51.2,57.3,10.9,6.83,5.39,4.93,1.35,21,436,618,412,41.0,10.2,1,16,0.6,2.3,42,4.71,0.47,45
David Williamson,Male,Running Back,6.0,308,37.9,7.8,72.4,22.9,57.3,60.8,5.4,6.27,4.56,4.72,1.39,41,307,404,376,40.7,12.7,2,46,0.62,2.3,47,4.47,0.3,32
Bradley Hayes,Male,Punter,6.5,236,38.5,8.6,71.8,17.5,63.0,68.6,11.5,6.44,5.15,4.22,1.53,32,419,456,464,42.7,12.9,1,24,0.59,0.5,35,4.61,0.28,47
Matthew Atkins,Male,Running Back,6.92,150,25.2,8.5,82.2,22.9,55.1,53.9,10.4,6.33,4.29,5.1,1.69,30,509,601,278,25.9,6.9,1,52,0.84,1.7,29,5.29,0.3,51
Jason Russo,Male,Cornerback,5.17,304,36.8,7.6,78.1,19.5,65.3,43.3,6.9,7.9,4.93,5.23,1.46,6,460,393,238,26.1,12.6,4,54,0.95,1.1,73,4.11,0.36,40
Thomas Garza,Male,Cornerback,5.67,261,37.9,8.5,67.9,17.1,53.3,47.1,12.5,6.19,3.52,5.44,1.74,11,251,466,448,29.0,8.3,1,13,0.62,0.0,66,4.15,0.32,32
Matthew Romero,Male,Punter,5.75,218,27.4,8.6,81.3,24.5,55.7,62.9,11.6,5.86,4.72,5.2,1.32,19,400,322,350,29.7,11.3,1,32,0.6,1.2,52,3.79,0.45,52
Hayden Ramsey,Male,Offensive Lineman,5.0,305,25.1,8.9,69.7,24.3,51.3,50.9,9.9,7.64,4.06,4.56,1.93,12,365,719,317,31.6,8.3,3,44,0.84,0.8,38,4.9,0.35,31
Thomas Calderon,Male,Cornerback,6.0,216,34.6,8.9,75.6,24.7,56.6,47.4,12.8,6.7,4.56,4.87,1.53,39,446,329,221,40.3,8.8,4,32,0.89,1.4,27,4.73,0.46,53
Adam Gardner,Male,Running Back,5.0,320,38.4,8.5,66.7,24.1,62.9,66.6,6.1,6.52,3.5,4.57,1.43,9,307,465,407,26.3,9.7,1,42,0.92,2.4,55,5.36,0.45,55
Justin Cook,Male,Wide Receiver,6.25,213,32.0,7.9,84.5,21.2,61.0,53.9,14.4,5.67,4.71,5.34,1.38,15,414,337,485,37.1,11.6,4,13,0.6,2.4,35,3.74,0.32,55
Arthur Santiago,Male,Kicker,6.17,215,38.4,9.4,80.7,21.2,58.3,42.2,14.4,6.73,4.91,5.43,1.46,39,466,542,257,22.1,6.9,4,19,0.83,3.0,73,5.03,0.29,41
Phillip Henson,Male,Quarterback,5.17,239,27.8,10.2,77.8,18.6,60.2,67.8,8.4,7.6,3.61,4.26,1.51,33,345,749,377,36.1,13.0,2,41,0.6,0.8,34,3.86,0.42,57
Michael Rodriguez,Male,Kicker,5.42,275,28.7,7.6,65.9,18.6,54.3,58.6,14.9,5.97,4.04,5.23,1.31,13,458,739,227,37.9,8.9,2,24,0.77,0.8,36,4.71,0.44,45
Brandon Reynolds,Male,Quarterback,6.25,174,25.3,10.3,73.7,20.7,68.6,42.0,7.2,7.41,5.28,4.67,1.8,7,507,504,368,44.2,12.4,1,65,0.78,2.3,40,3.84,0.34,38
Antonio Hansen,Male,Cornerback,6.42,326,37.1,9.4,72.3,24.8,57.3,44.1,9.8,7.06,3.81,5.07,1.41,45,255,544,289,26.9,9.5,4,32,0.64,2.2,55,3.04,0.44,60
Nicholas Russo,Male,Wide Receiver,5.42,167,27.7,9.6,69.7,22.7,65.2,69.5,13.3,7.81,3.94,4.98,1.3,18,430,541,359,43.4,9.6,2,15,0.67,1.1,31,3.65,0.32,56
John Vazquez,Male,Cornerback,6.75,239,39.3,9.6,72.4,18.3,60.2,71.5,14.7,6.03,4.13,4.47,1.92,32,279,531,277,22.6,7.7,1,34,0.64,2.8,75,3.58,0.25,37
Edward Hardy,Male,Punter,5.58,303,36.4,8.2,70.5,22.0,58.5,72.8,8.0,7.91,5.32,5.49,1.84,26,325,511,423,35.2,11.4,1,11,0.55,0.4,50,3.0,0.43,53
Todd Barker,Male,Safety,6.42,288,27.9,9.5,82.5,24.0,60.5,55.2,9.6,5.69,5.11,4.25,1.47,14,532,324,200,33.3,10.4,3,27,0.85,0.7,52,4.17,0.49,39
Jonathan Hudson,Male,Quarterback,5.33,268,37.6,8.4,71.8,19.2,55.7,47.8,12.3,5.78,4.79,4.53,1.51,5,451,404,275,27.2,12.2,4,24,0.93,0.2,51,4.76,0.29,40
Scott Santiago,Male,Defensive Lineman,5.58,215,39.2,8.0,82.3,21.8,60.8,67.3,10.1,5.57,5.0,4.23,1.63,19,257,607,270,35.2,12.6,3,56,0.91,0.8,42,3.51,0.38,57
Jonathan Roach,Male,Running Back,5.83,346,39.7,9.5,67.9,23.6,58.3,48.0,8.0,7.63,4.0,4.52,1.52,21,512,357,381,24.8,11.5,2,57,0.88,0.4,41,5.31,0.27,52
Brian Ali,Male,Quarterback,6.83,189,33.5,10.1,80.8,24.7,62.7,51.1,10.8,5.54,4.94,4.31,1.61,36,398,623,499,35.9,9.9,3,53,0.69,1.1,67,4.26,0.36,42
James Mcdonald,Male,Defensive Lineman,6.08,219,33.0,9.2,71.5,18.5,52.3,49.6,10.2,6.02,5.39,4.7,1.92,34,503,748,281,22.9,7.4,4,65,0.71,2.3,25,5.11,0.48,58
Gregory Hicks,Male,Offensive Lineman,5.42,339,39.4,8.0,81.2,20.5,68.0,56.9,13.2,7.78,4.18,4.8,1.76,24,257,411,449,34.8,6.5,1,10,0.94,1.6,70,4.67,0.48,44
John Pineda,Male,Quarterback,6.5,211,39.0,9.9,79.7,23.1,50.0,44.5,7.1,5.66,4.88,4.35,1.36,17,387,323,441,29.1,12.5,3,35,0.64,2.6,25,4.64,0.48,57
Cody Soto,Male,Defensive Lineman,5.25,163,29.2,8.4,71.6,18.7,67.6,74.4,12.2,6.61,4.73,5.01,1.53,37,478,639,444,31.4,11.7,2,27,0.68,2.8,48,3.93,0.47,40
Joseph Schwartz,Male,Punter,6.17,210,39.3,8.4,76.5,19.7,56.7,63.0,7.2,5.7,5.12,5.11,1.95,24,425,586,309,37.0,7.1,4,24,0.79,1.0,30,4.89,0.4,50
Jacob Kerr,Male,Punter,5.92,179,32.6,9.4,72.3,21.9,57.9,54.2,7.3,7.31,5.09,4.92,1.9,40,529,300,457,23.5,6.7,4,33,0.93,1.7,50,3.26,0.32,35
Dale Barnett,Male,Cornerback,6.58,226,25.8,7.9,68.2,17.5,64.2,50.7,8.2,5.95,3.53,4.68,1.85,45,317,404,492,44.0,6.5,2,53,0.55,2.4,60,5.19,0.44,47
Frederick Salas,Male,Quarterback,6.0,307,32.3,7.9,70.9,24.9,55.7,51.3,5.0,5.82,3.88,5.36,1.94,8,328,682,203,36.4,9.3,1,50,0.6,0.3,30,4.92,0.42,58
Michael Spencer,Male,Running Back,5.0,232,37.2,9.7,76.6,16.8,50.4,52.3,11.6,6.37,5.19,5.06,1.38,15,427,715,274,44.9,7.3,1,44,0.63,2.6,51,3.29,0.48,56
William Taylor,Male,Safety,6.17,270,36.8,8.5,72.9,19.9,68.2,46.3,7.0,6.31,3.92,4.91,1.79,14,481,590,356,34.3,9.4,2,22,0.63,1.3,58,3.03,0.42,51
William King,Male,Kicker,6.75,270,38.0,8.3,66.7,20.2,69.3,59.3,12.7,7.24,4.37,4.81,1.97,28,511,420,497,22.2,10.9,3,43,0.6,2.5,49,5.08,0.4,40
Douglas Christensen,Male,Wide Receiver,5.33,180,31.4,9.9,65.7,19.2,69.9,48.7,9.8,7.24,3.82,4.6,1.6,24,392,309,439,36.3,7.0,4,20,0.77,1.3,52,3.49,0.36,58
Alex Gordon,Male,Quarterback,5.08,326,34.9,7.6,84.5,23.6,66.0,43.9,5.3,5.64,5.03,4.45,1.48,28,519,599,461,42.3,9.5,4,21,0.82,1.7,61,5.41,0.48,36
Johnathan Medina,Male,Tight End,5.92,229,33.3,10.2,74.2,20.0,57.8,59.7,13.2,6.93,5.08,4.2,1.76,37,386,394,389,24.3,12.1,3,48,0.87,2.5,67,4.05,0.26,54
Noah Flores,Male,Defensive Lineman,5.83,348,30.4,7.8,66.0,16.9,63.3,67.0,9.2,5.73,4.9,4.47,1.83,45,382,653,346,40.1,11.7,3,49,0.88,2.6,74,4.11,0.32,37
Kevin Mullen,Male,Kicker,5.92,158,31.2,8.1,70.7,18.7,56.3,43.3,9.1,7.39,4.64,4.44,1.99,44,317,346,305,24.1,9.8,4,23,0.77,2.2,58,3.29,0.37,51
David Miller,Male,Linebacker,6.42,242,28.7,8.6,81.0,25.0,60.4,46.5,12.5,5.87,4.56,4.99,1.54,31,456,464,466,31.4,9.6,4,35,0.75,1.1,30,3.78,0.5,41
Robert Cook,Male,Kicker,6.42,340,32.1,9.7,73.6,24.9,63.9,67.1,12.8,7.6,4.26,5.39,1.95,32,537,435,450,28.3,6.8,3,52,0.65,1.7,42,3.16,0.36,48
Jeffery Mills,Male,Quarterback,5.67,202,34.2,9.3,66.4,24.5,60.9,49.0,14.8,7.37,5.27,4.91,1.36,26,288,663,459,38.3,12.4,4,53,0.93,3.0,72,5.11,0.38,45
Daniel Davis,Male,Running Back,5.08,286,39.6,10.4,79.1,20.7,65.4,57.9,8.5,6.72,5.01,5.25,1.71,27,525,524,421,26.1,12.3,3,48,0.67,0.9,30,4.02,0.4,33
David Baker,Male,Punter,6.83,153,35.0,8.3,67.4,21.0,66.6,53.7,14.8,7.53,5.03,4.99,1.55,24,398,377,228,36.0,7.8,4,26,0.58,2.2,34,4.29,0.4,41
Jeffrey Kennedy,Male,Running Back,6.83,271,34.5,7.7,73.5,19.7,51.6,46.2,10.4,7.83,3.76,4.57,1.34,11,274,525,261,36.9,9.8,1,33,0.61,0.2,26,5.48,0.27,48
Johnny Marquez,Male,Running Back,5.67,250,28.6,8.7,77.7,18.1,68.1,41.8,9.7,6.53,5.43,4.85,1.48,17,256,323,410,42.4,13.0,3,34,0.91,0.1,28,5.14,0.5,39
Robert Norris,Male,Cornerback,6.75,328,36.4,10.2,79.0,21.9,61.4,67.4,9.3,5.78,4.51,4.91,1.5,34,262,528,412,27.8,8.4,3,27,0.87,1.1,61,3.06,0.37,36
Steven Green,Male,Cornerback,6.42,339,28.6,9.8,78.9,20.6,65.4,62.2,8.0,7.25,4.76,5.29,1.72,21,429,571,281,35.2,8.2,1,18,0.77,2.4,53,4.57,0.44,42
Nicholas Gray,Male,Linebacker,6.58,212,29.3,8.4,68.6,21.6,61.5,60.5,13.6,5.75,3.99,4.28,1.48,21,256,562,331,36.0,11.3,2,42,0.55,0.2,30,3.62,0.33,57
Michael Johnson,Male,Quarterback,5.67,256,30.4,9.9,75.6,18.9,52.1,69.0,8.3,6.92,4.37,5.43,1.82,5,486,337,360,21.3,7.5,3,29,0.83,2.8,74,4.65,0.49,41
Jacob Booth,Male,Defensive Lineman,5.0,335,34.6,10.2,72.5,17.8,68.3,46.9,6.2,6.26,5.08,5.05,1.39,31,527,403,484,36.7,9.9,3,35,0.89,1.5,54,3.39,0.47,55
Scott Booker,Male,Offensive Lineman,6.33,241,31.5,8.5,66.1,24.6,51.6,54.9,10.6,7.84,3.84,4.24,1.88,32,264,628,319,32.0,11.0,2,65,0.56,2.2,60,3.19,0.41,60
James West,Male,Running Back,6.83,256,34.0,9.9,73.5,23.6,54.3,40.6,14.0,7.32,4.37,4.37,1.6,17,284,498,298,41.2,10.5,3,16,0.85,1.1,71,4.86,0.37,53
Travis Hernandez,Male,Linebacker,5.33,214,33.3,8.2,76.8,18.7,51.3,72.8,7.5,7.66,5.25,5.44,1.54,27,384,358,430,26.6,9.8,1,21,0.56,2.4,73,3.45,0.46,36
Robert Fuller,Male,Linebacker,5.08,206,25.0,10.3,84.5,19.6,53.0,41.7,12.7,7.13,4.31,5.39,1.31,36,533,566,417,32.9,8.0,3,53,0.93,0.8,73,3.19,0.36,30
Cory Taylor,Male,Quarterback,6.67,261,29.9,8.4,76.4,24.5,51.1,68.9,5.8,7.76,3.97,4.64,1.79,35,414,531,302,32.8,6.9,2,22,0.65,0.2,43,4.07,0.42,32
Timothy Turner,Male,Linebacker,5.67,192,38.9,7.9,75.6,18.7,60.6,44.4,14.8,7.15,5.47,4.28,1.79,10,261,303,313,37.6,9.6,1,62,0.75,2.9,63,3.1,0.43,59
Cody Phillips,Male,Offensive Lineman,5.08,171,36.2,8.6,83.1,22.6,50.5,72.0,8.7,6.21,4.97,4.31,1.47,32,540,609,208,40.2,6.2,1,37,0.87,0.7,25,3.0,0.42,46
Thomas Jones,Male,Punter,5.33,240,25.4,8.9,83.7,18.8,67.1,45.7,12.9,6.53,5.36,5.21,1.32,28,519,681,370,22.9,8.3,3,59,0.59,0.6,54,3.07,0.33,41
Jason Martin,Male,Safety,5.33,215,29.1,9.0,65.7,16.7,63.4,65.6,7.4,7.65,3.9,5.28,1.83,30,259,744,438,24.0,6.3,2,15,0.87,1.4,33,5.02,0.47,41
Danny Wells,Male,Defensive Lineman,6.33,244,27.0,9.7,69.2,23.3,69.2,71.7,10.2,7.58,4.67,5.27,1.95,34,373,607,497,41.3,7.4,1,52,0.58,0.7,33,5.14,0.34,60
Randall Calderon,Male,Tight End,5.33,326,34.9,9.6,84.0,18.7,62.0,52.3,11.1,6.1,4.83,4.63,1.77,33,401,344,392,37.9,6.4,4,31,0.57,2.8,39,3.99,0.38,41
Joseph Garcia,Male,Defensive Lineman,5.33,295,30.0,9.0,81.1,18.8,67.8,45.3,14.1,7.21,3.95,4.79,1.78,45,333,671,323,37.5,12.0,3,56,0.67,0.4,62,3.56,0.42,47
Mark Hall,Male,Running Back,6.58,332,27.0,10.4,80.0,16.9,68.1,65.9,5.5,5.69,3.66,5.09,1.6,28,389,639,299,26.1,7.0,4,57,0.94,2.9,44,4.93,0.36,31
Corey Brown,Male,Linebacker,6.58,157,34.0,8.5,69.3,20.6,54.3,64.6,9.5,6.72,5.38,4.59,1.49,10,295,580,492,26.4,11.9,2,27,0.9,2.4,69,4.69,0.5,32
John West,Male,Wide Receiver,5.67,341,28.6,9.8,66.2,24.4,63.3,57.5,8.6,7.68,5.17,4.65,1.51,9,507,518,207,38.9,7.1,4,21,0.92,0.8,61,4.38,0.34,36
Bryan Nguyen,Male,Wide Receiver,5.33,273,34.2,8.9,75.0,17.5,61.7,60.4,7.8,6.98,3.78,4.47,1.65,42,315,554,268,39.0,6.4,3,42,0.61,0.3,28,3.59,0.35,58
Robert Schneider,Male,Defensive Lineman,6.42,262,38.6,9.2,67.2,18.4,64.8,70.1,7.3,7.13,4.93,5.36,1.45,35,409,391,237,36.6,7.9,1,22,0.71,0.7,41,5.1,0.31,36
Thomas Ruiz,Male,Kicker,5.0,163,25.9,10.2,73.6,16.4,69.0,51.0,13.7,7.45,4.85,5.08,1.96,13,329,409,247,31.7,10.0,4,17,0.78,2.6,33,5.39,0.3,53
Edward Smith,Male,Safety,6.33,271,38.3,9.5,84.4,22.4,68.5,44.6,8.3,7.52,5.26,4.65,1.76,13,513,617,303,43.8,12.6,4,37,0.72,2.1,40,5.13,0.42,35
Jimmy Anderson,Male,Quarterback,5.25,184,27.9,10.4,83.7,23.1,63.1,66.0,10.8,6.16,5.18,4.82,1.75,34,546,611,421,37.2,12.2,1,33,0.56,1.0,75,3.48,0.41,53
Gary Adams,Male,Tight End,5.92,169,26.9,9.5,77.8,18.2,57.3,43.4,5.8,6.1,3.69,4.4,1.87,23,353,485,476,43.9,10.1,3,50,0.78,1.4,60,4.73,0.46,51
Richard Lopez,Male,Defensive Lineman,5.5,232,35.1,8.4,70.6,20.7,63.6,47.4,12.8,6.11,4.3,5.11,1.97,13,445,576,458,22.7,7.0,1,61,0.58,0.9,58,4.22,0.46,30
Kevin Allen,Male,Running Back,6.08,151,25.4,9.7,69.5,20.8,63.7,62.8,14.6,7.61,4.85,5.15,1.35,33,358,619,425,26.7,12.3,1,53,0.81,1.5,42,5.13,0.26,48
John Taylor,Male,Linebacker,5.08,175,28.4,7.7,69.2,19.0,51.2,41.8,5.8,6.8,3.98,5.0,1.32,24,499,671,307,22.4,10.0,4,54,0.9,0.2,37,4.99,0.28,55
Christopher Tran,Male,Kicker,5.17,319,25.1,7.6,76.9,19.9,67.9,62.8,9.3,7.0,5.31,5.32,1.91,45,526,618,417,25.4,6.7,2,47,0.64,2.9,39,4.3,0.28,48
Jeffery Jackson,Male,Kicker,6.83,192,25.2,10.3,78.9,19.2,59.3,59.3,11.5,6.06,5.25,5.14,1.46,26,501,732,315,24.8,11.1,2,25,0.83,2.2,37,5.28,0.38,36
Kevin Pierce,Male,Wide Receiver,6.75,202,27.6,9.3,76.7,16.8,55.9,54.9,13.5,5.68,4.35,5.26,1.44,37,273,568,488,38.9,8.5,4,30,0.69,2.1,32,5.43,0.32,57
David Kelly,Male,Kicker,6.42,226,25.7,8.1,76.7,16.9,56.4,49.5,6.3,5.71,4.62,4.45,1.98,26,492,481,368,44.6,9.0,2,32,0.77,0.6,45,3.03,0.28,53
David Washington,Male,Safety,6.0,212,34.9,9.5,66.1,17.6,65.2,40.8,9.5,6.42,3.56,4.65,1.48,26,293,705,248,36.6,12.4,4,15,0.78,0.1,31,4.66,0.37,42
John Ellis,Male,Running Back,5.42,263,28.2,10.1,81.7,19.9,62.5,49.9,6.0,7.11,4.17,5.22,1.35,18,499,348,375,39.4,6.5,2,41,0.88,1.1,58,4.32,0.44,42
James Roach,Male,Defensive Lineman,6.33,207,29.9,10.1,76.8,16.2,54.1,70.9,6.9,7.48,4.3,4.26,1.52,26,500,699,258,35.7,6.6,3,14,0.7,2.7,73,3.89,0.26,42
Zachary Wells,Male,Quarterback,6.58,290,28.7,9.3,67.0,22.0,61.5,47.2,11.4,6.94,3.99,4.33,1.4,36,500,507,376,33.1,7.3,1,45,0.73,2.2,63,4.26,0.32,36
Brandon Jimenez,Male,Punter,5.25,322,33.8,8.6,79.4,17.0,68.8,42.1,11.1,7.7,3.86,4.24,1.4,20,381,645,316,20.7,6.2,4,15,0.76,0.1,43,3.8,0.36,51
Jay Arnold,Male,Linebacker,6.58,335,36.6,8.6,67.1,23.0,54.7,51.8,12.6,5.96,3.84,4.89,1.46,14,295,558,326,26.7,6.4,2,28,0.84,0.3,32,4.51,0.32,53
Willie Turner,Male,Safety,6.92,273,25.3,9.6,73.4,17.5,63.0,62.1,7.6,7.99,3.76,5.02,1.83,13,312,316,370,23.8,12.7,1,24,0.79,2.6,64,4.95,0.31,36
Todd Williams,Male,Tight End,6.0,334,29.8,10.3,79.1,19.0,63.7,61.9,12.3,7.81,5.31,5.05,1.63,7,416,518,442,43.1,10.6,2,19,0.68,1.5,37,3.27,0.27,43
John Huang,Male,Quarterback,5.25,214,31.7,7.8,70.3,24.1,68.4,53.3,11.5,7.88,4.21,4.65,1.56,29,371,376,376,44.2,9.2,3,29,0.88,0.3,55,3.46,0.28,59
Austin Mcguire,Male,Offensive Lineman,6.25,243,27.2,8.4,81.3,22.2,62.4,45.8,5.6,7.49,3.75,4.24,1.55,13,444,334,231,29.1,8.6,2,59,0.58,0.9,45,5.15,0.31,42
Robert Bautista,Male,Cornerback,6.08,342,37.3,8.2,67.1,23.6,69.9,50.7,6.9,7.62,5.14,4.38,1.39,16,372,306,402,41.6,7.2,1,24,0.66,2.3,44,4.17,0.46,50
Jason Ewing,Male,Punter,6.42,344,27.4,10.2,65.4,16.6,67.8,74.9,9.6,6.35,5.17,5.12,1.89,14,375,639,482,36.7,7.4,3,18,0.86,1.0,35,4.14,0.34,58
Gregory Martinez,Male,Offensive Lineman,5.17,244,29.6,9.0,81.1,20.4,50.2,62.5,10.4,5.63,4.53,4.73,1.3,31,543,558,203,29.9,12.0,4,11,0.66,0.7,41,4.0,0.48,32
Carlos Golden,Male,Cornerback,5.42,266,27.3,9.1,70.2,21.4,52.6,41.1,5.1,5.56,5.27,4.48,1.63,28,376,314,431,42.9,6.9,4,12,0.7,0.7,65,3.87,0.33,49
Gregory Wilson,Male,Wide Receiver,5.42,341,31.3,9.7,82.8,24.5,60.5,48.5,7.6,7.61,5.07,4.39,1.7,33,330,639,262,33.8,6.4,3,22,0.65,1.7,35,5.06,0.42,56
Cameron Hancock,Male,Safety,6.58,281,39.0,10.3,73.4,17.3,51.9,43.7,10.0,6.89,4.67,4.74,1.85,17,485,684,251,36.2,9.0,3,35,0.71,1.1,33,5.02,0.48,60
Thomas Curtis,Male,Offensive Lineman,6.33,212,39.1,8.2,69.7,16.5,60.8,60.6,6.0,6.85,5.25,4.62,1.42,45,352,591,324,42.9,6.5,4,51,0.57,0.8,25,5.2,0.26,30
Robert Mullins,Male,Tight End,5.0,293,37.2,8.4,69.9,18.5,55.9,47.8,13.5,6.59,4.0,4.2,1.93,21,446,395,287,36.1,7.6,3,30,0.7,1.2,73,4.33,0.49,44
Daniel Turner,Male,Wide Receiver,6.75,237,25.6,9.2,77.6,19.1,69.0,72.7,13.6,7.52,4.01,4.26,1.39,7,293,743,366,20.4,10.7,2,65,0.75,0.9,37,4.05,0.45,50
Richard Yang,Male,Punter,6.42,326,38.3,9.6,67.7,22.5,58.3,51.9,5.9,5.63,4.65,4.53,1.77,35,491,573,347,22.4,12.6,2,59,0.82,0.8,65,5.31,0.31,39
William Sanchez,Male,Tight End,6.58,204,27.3,9.4,68.4,25.0,54.4,71.9,5.4,7.99,5.2,4.77,1.71,10,308,606,459,29.2,12.1,2,45,0.59,0.4,60,4.2,0.42,37
Adam Gillespie,Male,Linebacker,5.0,175,37.0,9.4,84.7,17.3,62.4,57.3,5.5,7.43,3.85,4.56,1.61,18,284,513,467,40.9,11.0,4,54,0.67,2.8,32,5.06,0.43,59
Edward Johnson,Male,Cornerback,5.0,232,37.2,9.9,65.4,16.5,65.6,42.6,7.7,5.76,5.18,4.21,1.68,21,461,474,373,31.9,12.5,4,12,0.6,0.2,28,3.87,0.45,60
Douglas Johnson,Male,Linebacker,6.58,256,28.2,7.7,83.7,22.1,67.1,71.0,11.8,7.3,4.1,4.29,1.7,26,415,383,253,27.2,8.8,3,41,0.79,0.5,46,5.26,0.26,40
Jeffrey Meadows,Male,Safety,6.42,246,39.5,8.7,71.8,24.7,55.3,63.2,6.4,6.58,4.01,4.29,1.74,18,311,497,252,37.0,10.5,1,42,0.88,0.5,32,4.26,0.27,52
Jeffery Webb,Male,Defensive Lineman,6.17,254,40.0,9.0,84.5,16.3,56.2,48.9,5.1,5.54,3.59,4.75,1.54,37,440,316,288,33.3,8.9,1,32,0.79,1.1,41,4.34,0.42,36
Michael Lindsey,Male,Punter,5.5,349,27.3,7.8,84.8,18.4,56.4,66.3,14.6,6.11,3.5,4.68,1.64,32,312,715,238,25.2,10.2,4,39,0.58,1.8,57,4.96,0.43,59
Mark Walker,Male,Quarterback,5.83,310,32.8,8.0,71.1,19.5,52.4,51.1,12.9,5.58,4.49,4.54,1.35,26,340,747,370,43.3,6.2,1,35,0.84,2.2,62,5.17,0.35,59
John Hunt,Male,Linebacker,5.17,217,26.8,9.7,71.0,18.1,59.9,54.6,6.4,6.42,4.7,5.41,1.63,29,508,708,364,38.3,7.7,3,20,0.82,0.8,27,4.18,0.4,33
William Leonard,Male,Defensive Lineman,5.33,315,35.9,9.7,77.4,25.0,64.1,46.9,14.1,5.65,4.77,5.1,1.4,15,341,734,459,32.4,7.9,4,14,0.88,2.0,66,4.62,0.41,35
Anthony Smith,Male,Kicker,6.67,176,27.5,8.4,79.6,21.1,54.7,45.9,14.4,7.1,4.44,5.4,1.75,16,544,431,420,43.3,9.7,1,50,0.79,0.1,50,5.18,0.26,49
Anthony Smith,Male,Cornerback,6.92,168,29.3,10.3,81.4,24.3,60.7,71.4,9.3,6.18,5.49,4.47,1.71,18,532,720,283,24.9,6.9,1,33,0.85,2.1,67,5.36,0.41,54
Steven Ross,Male,Safety,5.67,318,38.7,9.8,74.6,21.2,68.7,69.9,9.3,6.59,3.73,5.37,1.6,29,481,415,496,41.6,10.2,2,29,0.73,0.3,64,4.8,0.32,30
Matthew Young,Male,Linebacker,6.92,221,28.0,8.9,78.3,22.7,55.7,44.3,10.9,5.72,5.29,5.06,1.43,7,534,654,296,31.7,10.6,1,48,0.64,2.2,36,3.33,0.42,34
Mark Alvarez,Male,Wide Receiver,5.17,295,28.2,10.4,80.9,24.7,63.5,50.7,11.7,7.37,3.88,4.94,1.4,7,420,317,255,42.2,8.8,4,27,0.6,2.9,64,5.5,0.45,46
Rodney Conner,Male,Kicker,6.58,219,31.3,8.3,68.8,23.9,65.5,52.5,7.9,6.21,4.88,5.22,1.6,18,480,321,304,40.0,10.4,1,56,0.57,2.5,39,3.04,0.37,45
David Mejia,Male,Offensive Lineman,5.83,248,33.0,7.5,84.4,24.5,51.3,45.8,11.1,6.04,4.1,4.56,1.97,8,532,689,483,33.0,7.4,1,10,0.64,0.8,33,3.96,0.46,39
Anthony Foster,Male,Tight End,5.42,178,32.7,7.7,71.7,19.4,59.8,59.0,14.0,7.88,3.5,5.46,1.86,5,448,677,281,36.8,11.3,3,10,0.59,2.3,50,3.81,0.48,35
