ID,Name,Gender,Height (ft),Weight (lbs),Arm Length (inches),Hand Size (inches),Max Velocity (mph),Vertical Jump (inches),Broad Jump (feet),Date,Sport,Activity.Name,Position.Name,Total.Duration,Total.Player.Load,Total.Distance..m.,Training.HSR,Heart.Rate.Exertion,Heart.Rate.Exertion.Per.Minute,Velocity.B3..Total...Efforts..Gen.2...Set.2.,Velocity.Band.2.Total.Distance..Set.2...m.,Velocity.Band.3.Total.Distance..Set.2...m.,Velocity.Band.4.Total.Distance..Set.2...m.,Acceleration.B2.3.Total.Efforts..Gen.2.,Deceleration.B2.3.Total.Efforts..Gen.2.,IMA.H.M.Accel,IMA.H.M.Decel,IMA.CoD.Left.High,IMA.CoD.Left.Medium,IMA.CoD.Right.High,IMA.CoD.Right.Medium,Maximum.Velocity..mph.,Week_of_Year
97,Nina Harris,Female,5.55,199,37.7,9.4,13.0,34,5.8,9/28/2021,Soccer,Training,Forward,35.8,694.52,6107.73,8.9,7784.91,79.39,0.54,190.02,68.69,816.4,11.53,24.3,12.56,34.06,56.02,37.03,23.03,19.84,9.4,39
98,Grace Perez,Female,5.36,159,38.5,7.4,16.6,20,9.6,9/29/2021,Soccer,Training,Forward,67.02,204.76,6068.23,8.55,10485.71,135.86,1.14,684.73,357.81,153.19,10.12,24.59,43.17,60.78,56.95,60.75,37.82,29.25,16.09,39
99,Jack Irwin,Male,4.55,188,38.2,7.6,13.0,25,7.0,9/30/2021,Soccer,Training,Forward,114.73,372.72,3758.81,3.14,8068.37,142.34,8.96,97.11,278.88,299.68,22.17,1.95,59.52,82.5,31.31,8.79,15.09,21.8,3.82,39
100,Eve Owens,Female,4.72,245,39.6,9.6,14.0,44,5.0,10/1/2021,Soccer,Training,Forward,136.96,380.46,401.3,6.81,13892.79,91.9,0.88,91.53,731.72,324.65,2.48,52.26,48.23,23.2,44.91,20.55,8.46,1.92,4.76,40
101,Frank Mitchell,Male,4.56,246,25.4,9.3,17.6,45,5.9,10/3/2021,Soccer,Training,Forward,15.81,575.11,1573.09,0.33,11969.78,117.79,9.39,486.89,872.48,244.26,15.67,75.35,17.16,39.44,56.51,46.19,16.9,12.63,15.71,40
102,Paul Roberts,Male,5.77,168,37.6,8.9,11.0,32,11.5,10/5/2021,Soccer,Individual,Forward,159.85,510.39,9609.5,1.12,3490.16,106.42,8.21,406.63,791.05,922.17,42.09,64.49,2.23,2.08,27.33,16.96,15.33,27.09,5.94,40
103,Karen Owens,Female,5.13,148,36.3,7.0,13.3,46,11.1,10/5/2021,Soccer,Training,Forward,158.79,907.56,5449.67,4.52,7094.73,91.75,8.9,191.62,565.37,867.02,55.73,63.25,37.52,60.83,26.88,16.74,36.08,35.02,2.71,40
104,Diana Lopez,Female,5.52,207,28.4,9.6,24.0,47,6.6,10/7/2021,Soccer,Training,Forward,143.04,353.8,8656.2,8.08,15051.8,93.08,5.78,429.16,972.58,791.8,49.57,48.96,31.53,37.94,1.23,48.52,11.29,11.04,15.17,40
105,Leo Irwin,Male,6.32,218,39.3,6.6,17.0,20,10.4,10/8/2021,Soccer,Game,Forward,33.08,767.43,5325.29,6.91,15340.76,178.52,1.63,802.99,672.99,113.97,64.12,20.55,32.35,10.91,48.12,16.91,1.35,19.69,11.73,41
106,Nina Clark,Female,5.0,248,27.2,8.5,16.7,24,9.3,10/9/2021,Soccer,Training,Forward,156.27,80.43,8981.08,3.95,2120.62,121.58,8.4,790.16,612.49,796.63,45.97,4.0,10.06,79.0,58.92,2.31,18.18,29.27,9.96,41
107,Steve Mitchell,Male,5.32,249,35.2,6.1,10.2,28,11.8,10/10/2021,Soccer,Game,Forward,121.82,1106.32,5392.8,8.04,3008.12,120.22,3.58,668.65,630.2,855.6,16.07,42.84,41.79,30.29,52.34,44.76,19.42,17.11,9.29,41
108,Grace Irwin,Female,6.01,136,28.4,8.6,13.7,49,7.6,10/12/2021,Soccer,Individual,Forward,8.26,833.4,6881.77,7.15,14068.74,141.25,2.89,688.28,592.91,906.44,32.19,61.16,11.7,83.05,57.29,31.16,13.21,23.5,7.19,41
109,Ivy Perez,Female,4.96,242,31.5,7.1,23.0,44,9.8,10/12/2021,Soccer,Training,Forward,70.52,925.42,3738.45,0.46,8744.11,70.3,9.74,714.87,356.34,606.76,63.38,75.58,8.13,58.65,12.25,62.07,12.36,37.77,11.83,41
110,Grace Evans,Female,4.65,110,35.8,7.8,12.5,36,5.4,10/13/2021,Soccer,Training,Forward,100.07,900.16,2811.8,6.76,11706.78,77.44,8.86,418.79,897.63,609.08,36.16,72.98,47.82,86.26,47.9,21.04,3.88,17.52,10.34,41
111,Bob Harris,Male,5.08,237,33.4,7.4,16.2,35,7.8,10/14/2021,Soccer,Training,Forward,9.47,572.01,2989.41,3.51,809.34,116.48,7.74,417.9,722.26,516.71,28.94,42.81,3.32,10.62,2.49,42.32,27.7,33.89,5.21,41
112,Paul Roberts,Male,4.82,177,31.4,6.7,10.2,27,11.7,10/15/2021,Soccer,Game,Forward,77.42,297.38,8654.0,1.66,12370.04,89.49,2.17,685.15,367.18,825.27,4.88,49.59,2.01,62.25,28.25,54.56,12.02,14.28,4.03,42
113,Mona Foster,Female,6.36,176,29.9,8.5,17.2,36,8.8,10/16/2021,Soccer,Training,Forward,110.39,54.5,8871.11,8.86,12305.53,107.66,7.45,224.9,595.33,929.28,3.69,72.59,52.08,19.41,24.15,63.17,25.27,17.09,13.17,42
114,Steve Harris,Male,6.12,101,37.6,9.5,10.3,34,7.0,10/17/2021,Soccer,Game,Forward,47.31,773.03,5135.67,4.54,3662.17,111.56,5.88,648.13,220.42,295.95,55.76,46.02,45.11,18.97,4.71,9.07,26.63,12.02,4.11,42
115,Tina Khan,Female,5.77,163,27.2,9.8,22.3,43,5.8,10/20/2021,Soccer,Training,Forward,30.95,555.6,4775.99,8.06,10091.94,67.98,9.67,83.71,144.25,204.66,17.33,30.12,44.44,72.82,39.12,52.85,0.84,20.3,12.63,42
116,Oscar Khan,Male,6.24,134,31.5,6.8,22.4,20,9.9,10/21/2021,Soccer,Individual,Forward,149.43,455.23,8708.9,4.91,1995.33,58.79,6.51,851.59,881.64,127.38,29.11,54.4,18.85,44.64,53.76,19.45,5.58,27.69,12.42,42
117,Grace Foster,Female,6.11,106,38.6,8.9,21.8,31,9.5,10/21/2021,Soccer,Training,Forward,147.71,878.19,10139.9,7.58,13999.31,75.93,1.3,332.58,41.87,142.7,48.42,25.96,57.55,74.35,27.57,35.63,3.0,1.27,9.68,42
118,Diana Davis,Female,4.87,184,37.7,8.7,14.3,24,7.6,10/22/2021,Soccer,Game,Forward,64.01,463.62,8473.6,3.32,17182.49,112.03,9.79,871.85,616.66,170.75,36.64,8.81,41.63,5.58,31.54,41.07,29.65,5.11,18.33,43
119,Alice Owens,Female,6.29,245,31.0,7.4,22.6,43,11.7,10/23/2021,Soccer,Training,Forward,9.21,460.9,2337.86,3.12,1906.55,63.56,3.16,329.45,488.21,738.97,24.17,35.34,43.38,36.65,22.71,39.64,13.38,12.79,4.81,43
120,Hank Quinn,Male,5.58,166,36.4,6.1,18.1,25,5.2,10/24/2021,Soccer,Game,Forward,45.75,836.53,3229.33,0.23,12479.63,178.88,5.64,693.32,51.81,216.47,63.36,33.11,53.9,20.77,51.25,33.09,24.72,17.82,4.85,43
121,Tina Harris,Female,6.11,141,37.3,8.8,15.6,44,7.1,10/26/2021,Soccer,Individual,Forward,84.14,1045.67,351.44,2.29,5540.88,145.56,2.98,299.95,13.81,912.87,54.43,55.67,49.39,36.88,2.08,33.25,39.48,16.6,10.08,43
122,Paul Khan,Male,6.29,217,38.3,9.8,19.4,20,11.4,10/26/2021,Soccer,Training,Forward,97.35,765.87,2036.31,3.06,3873.66,99.5,8.38,124.84,739.21,57.95,17.47,24.34,28.37,1.38,44.2,16.99,16.15,9.34,2.21,43
123,Karen Roberts,Female,5.14,224,33.2,8.5,10.2,44,7.2,10/27/2021,Soccer,Training,Forward,32.83,715.57,4705.82,5.39,2448.34,78.5,3.39,595.13,294.66,748.86,29.2,3.4,56.98,0.04,2.87,37.54,7.74,38.2,5.58,43
124,Paul Nelson,Male,4.72,123,28.1,7.7,12.1,20,6.8,10/28/2021,Soccer,Training,Forward,101.65,350.52,1994.02,6.88,13693.7,116.35,6.89,378.5,566.29,850.91,23.88,74.58,50.48,2.35,8.74,5.32,13.95,3.89,17.61,43
125,Tina Lopez,Female,4.96,145,28.8,8.1,21.1,29,8.7,10/29/2021,Soccer,Game,Forward,155.93,549.22,8831.55,6.99,8544.56,171.35,1.38,666.64,461.47,116.14,1.51,62.59,48.08,44.26,4.73,56.78,19.22,23.88,1.7,44
126,Hank Harris,Male,5.35,118,29.4,6.8,13.7,29,10.8,11/8/2021,Soccer,Conditioning,Forward,169.75,298.79,473.77,8.33,1107.14,69.58,8.71,357.02,155.85,245.34,47.24,70.86,35.18,75.13,12.04,19.44,37.4,9.29,13.51,45
127,Charlie Clark,Male,6.14,167,33.9,9.0,19.0,22,5.7,11/10/2021,Soccer,Conditioning,Forward,47.67,214.52,4733.4,3.62,4025.14,92.39,5.37,80.81,993.58,288.35,3.09,40.6,41.28,28.21,8.36,2.81,32.94,11.37,3.26,45
128,Diana Jackson,Female,6.22,201,25.5,9.0,15.8,36,11.6,11/15/2021,Soccer,Conditioning,Forward,43.67,814.18,9971.05,8.74,10361.24,100.96,7.5,937.15,649.91,38.52,63.8,61.85,49.85,4.88,42.72,51.13,32.69,9.2,15.79,46
129,Tina Smith,Female,4.51,141,34.5,6.6,22.8,38,10.6,11/17/2021,Soccer,Game,Forward,148.28,77.22,616.56,4.47,7052.5,58.37,4.19,867.03,5.32,955.18,64.92,26.87,10.51,46.55,6.04,50.14,40.87,3.97,3.26,46
130,Leo Lopez,Male,5.52,131,30.5,9.5,24.3,47,6.3,11/29/2021,Soccer,Conditioning,Forward,160.25,219.23,1146.06,7.62,1874.76,144.94,8.23,416.23,124.62,139.37,60.17,24.0,52.47,27.4,43.98,62.75,21.37,36.2,11.46,48
131,Quincy Nelson,Male,5.33,208,29.4,7.1,23.3,30,10.0,12/1/2021,Soccer,Conditioning,Forward,62.36,150.51,3019.58,8.25,15397.99,105.17,1.76,264.35,838.17,782.64,56.79,64.56,33.45,67.2,29.15,31.01,40.53,16.04,2.04,48
132,Jack Mitchell,Male,4.94,135,38.2,9.9,14.1,48,7.7,8/13/2021,Soccer,Training,Midfielder,115.62,308.04,10033.41,4.2,3404.19,156.53,3.97,257.56,37.18,121.95,21.22,54.54,47.78,71.37,52.82,36.1,13.44,6.27,9.93,33
133,Tina Foster,Female,4.74,196,31.9,7.5,12.9,37,7.8,8/14/2021,Soccer,Training,Midfielder,101.78,1010.67,5223.12,7.71,17107.52,79.73,9.68,806.91,238.03,516.3,40.61,21.2,43.91,43.56,36.18,58.42,38.4,9.94,6.83,33
134,Karen Garcia,Female,5.18,230,26.4,6.7,17.1,21,10.5,8/14/2021,Soccer,Training,Midfielder,44.69,1042.47,8261.43,3.65,3473.83,126.9,9.65,975.93,69.86,27.87,27.86,4.09,57.25,54.41,27.95,3.65,10.9,30.95,3.23,33
135,Hank Davis,Male,6.39,172,37.4,7.4,10.1,28,11.7,8/16/2021,Soccer,Training,Midfielder,165.79,937.0,9746.23,4.27,962.61,118.28,5.24,25.92,24.91,374.08,13.15,68.88,40.46,81.75,26.92,15.43,23.17,26.73,10.76,33
136,Nina Jackson,Female,5.15,235,25.7,7.8,10.4,43,5.9,8/17/2021,Soccer,Training,Midfielder,134.48,658.98,608.35,2.81,3717.79,106.03,9.91,941.72,983.76,666.48,17.84,64.2,17.42,67.39,25.06,5.03,38.78,38.06,10.46,33
137,Mona Perez,Female,5.54,196,35.9,6.3,18.3,36,7.9,8/17/2021,Soccer,Training,Midfielder,50.09,856.74,9373.28,2.41,2002.44,77.65,0.08,626.58,104.75,519.53,48.79,75.58,15.41,85.01,56.92,32.88,6.46,18.16,2.68,33
138,Bob Perez,Male,5.91,222,36.6,8.3,17.8,47,8.4,8/18/2021,Soccer,Game,Midfielder,82.39,403.6,2622.45,8.26,17140.38,67.47,9.04,454.7,679.4,591.44,35.78,55.16,52.06,37.37,24.59,22.93,16.18,1.42,13.44,33
139,Karen Clark,Female,5.23,169,30.3,8.4,24.9,33,7.6,8/19/2021,Soccer,Training,Midfielder,172.14,312.69,8532.34,7.88,15607.59,143.65,3.73,310.83,719.21,47.37,3.49,37.5,7.7,33.28,60.81,41.88,17.18,36.97,16.46,33
140,Mona Smith,Female,6.44,112,37.4,9.0,13.0,23,7.5,8/22/2021,Soccer,Training,Midfielder,135.42,176.36,10562.87,2.73,11331.95,117.73,1.55,695.22,137.13,37.93,18.51,53.18,54.0,43.83,36.74,31.67,36.41,0.37,3.6,34
141,Nina Smith,Female,6.42,148,32.7,6.1,13.9,48,5.4,8/23/2021,Soccer,Training,Midfielder,150.46,751.42,7345.95,5.0,9609.24,150.99,0.05,131.79,419.39,768.37,56.73,20.7,45.44,37.95,38.3,4.62,34.99,37.04,0.24,34
142,Frank Garcia,Male,5.0,159,31.9,8.2,11.7,36,9.8,8/24/2021,Soccer,Training,Midfielder,159.83,875.96,4073.25,5.81,2795.96,134.74,9.09,127.0,133.09,946.25,20.93,33.74,19.41,7.55,20.66,21.56,17.17,30.62,13.06,34
143,Hank Foster,Male,5.49,229,25.7,6.2,23.8,36,8.1,8/24/2021,Soccer,Training,Midfielder,161.09,404.53,2241.98,4.1,3270.99,117.32,4.04,8.32,520.25,955.53,43.65,36.52,28.6,69.07,41.12,34.02,36.58,9.85,3.39,34
144,Leo Owens,Male,5.1,104,29.4,8.8,21.7,31,6.4,8/25/2021,Soccer,Training,Midfielder,153.6,361.52,836.71,8.23,4574.42,98.67,0.62,720.75,480.1,247.54,62.06,64.25,43.09,42.46,20.27,30.31,20.41,30.58,13.21,34
145,Diana Brown,Female,5.07,126,39.0,6.2,22.3,47,10.7,8/27/2021,Soccer,Game,Midfielder,10.1,1040.45,8532.45,7.37,13488.98,163.08,6.47,464.24,344.52,125.93,18.63,25.36,33.04,35.77,63.67,48.52,17.51,14.9,14.79,35
146,Mona Nelson,Female,4.57,248,30.9,9.6,23.5,39,10.6,8/28/2021,Soccer,Game,Midfielder,149.52,631.73,6948.82,6.4,10241.17,162.45,2.14,286.62,984.4,309.99,59.73,73.4,16.43,70.85,39.2,63.08,11.44,39.7,16.54,35
147,Nina Davis,Female,5.72,107,33.2,8.8,17.9,37,8.4,8/30/2021,Soccer,Training,Midfielder,81.63,983.29,9579.42,4.64,2602.68,136.22,2.9,73.57,446.87,664.28,23.16,8.3,44.76,58.25,25.41,62.03,8.43,10.45,16.26,35
148,Paul Jackson,Male,5.51,149,33.0,8.0,16.8,22,7.1,8/31/2021,Soccer,Training,Midfielder,32.07,1005.88,8832.96,5.74,5946.99,130.66,0.91,442.63,785.36,318.51,41.71,3.79,11.17,45.03,11.93,8.31,29.94,8.92,10.1,35
149,Alice Evans,Female,4.6,166,33.9,7.8,15.0,30,9.5,9/1/2021,Soccer,Training,Midfielder,20.11,500.46,8313.1,9.63,8098.12,68.22,4.87,592.55,68.14,736.2,11.75,28.28,23.68,50.78,6.72,50.96,12.38,11.42,11.81,35
150,Hank Lopez,Male,5.06,143,25.9,6.5,18.8,44,7.0,9/2/2021,Soccer,Training,Midfielder,17.68,495.43,8274.1,3.37,1275.33,74.22,3.31,201.18,697.53,5.02,64.46,46.34,11.06,86.79,8.7,12.32,23.45,20.46,11.94,35
151,Hank Davis,Male,6.32,224,30.4,7.2,16.8,37,6.7,9/3/2021,Soccer,Game,Midfielder,139.95,148.76,9491.51,1.02,11557.65,154.86,6.31,125.62,811.47,144.96,44.97,25.54,52.04,71.21,26.12,54.12,6.37,9.75,7.74,36
152,Jack Clark,Male,4.98,157,35.8,9.5,16.8,23,10.1,9/5/2021,Soccer,Game,Midfielder,125.55,968.69,3360.61,1.22,16128.72,99.34,7.08,16.65,379.7,623.79,28.11,55.32,59.16,35.15,33.26,50.49,26.82,3.67,15.53,36
153,Hank Garcia,Male,4.79,102,28.0,9.6,24.1,36,5.3,9/7/2021,Soccer,Training,Midfielder,159.18,1131.87,6679.2,0.86,13986.18,146.95,3.5,114.87,884.12,957.13,12.29,70.63,16.38,42.68,54.67,63.32,40.93,22.39,16.71,36
154,Rita Khan,Female,5.48,185,28.1,6.0,24.8,37,5.7,9/8/2021,Soccer,Training,Midfielder,25.34,183.38,7813.82,3.91,15210.75,86.78,4.59,80.9,205.74,419.88,19.06,10.52,38.08,67.17,42.34,42.4,28.98,22.79,16.68,36
155,Ivy Owens,Female,6.47,169,25.2,8.4,21.9,24,5.0,9/10/2021,Soccer,Training,Midfielder,53.63,733.37,9119.33,0.94,13390.3,104.4,9.16,590.51,755.09,558.86,5.81,1.06,25.97,10.26,24.27,30.72,33.32,34.54,2.77,37
156,Grace Brown,Female,4.98,229,31.6,8.9,21.4,33,6.1,9/11/2021,Soccer,Training,Midfielder,74.51,88.95,9789.92,1.96,6964.43,65.15,1.03,800.19,470.39,368.6,54.81,64.84,54.29,13.13,62.75,38.76,31.48,15.5,0.44,37
157,Grace Irwin,Female,5.84,101,38.2,8.5,20.2,29,5.5,9/12/2021,Soccer,Game,Midfielder,59.75,802.14,9917.03,9.67,12652.54,181.75,9.7,363.44,107.06,644.6,49.13,70.63,57.1,78.05,63.41,39.78,6.33,34.18,7.12,37
158,Jack Mitchell,Male,6.02,201,25.8,6.3,12.5,34,12.0,9/14/2021,Soccer,Training,Midfielder,139.69,729.14,1134.97,5.55,11207.34,68.66,1.14,88.58,933.78,758.86,9.61,72.81,14.15,16.96,13.3,63.52,26.96,36.03,8.64,37
159,Karen Khan,Female,4.98,134,27.9,6.9,10.9,20,7.0,9/15/2021,Soccer,Training,Midfielder,16.92,439.95,1794.68,3.09,11812.25,172.53,7.92,257.91,374.32,28.73,31.45,69.68,36.3,69.87,3.36,56.35,5.68,9.33,1.24,37
160,Alice Harris,Female,5.96,197,29.7,7.0,20.4,35,6.0,9/16/2021,Soccer,Training,Midfielder,170.54,1005.93,5678.6,5.13,8566.77,100.04,8.9,274.84,631.49,623.37,54.21,71.84,48.72,4.64,60.1,21.75,6.61,34.55,10.26,37
161,Steve Harris,Male,5.24,129,36.0,9.3,20.9,30,6.7,9/17/2021,Soccer,Game,Midfielder,141.54,855.03,10088.02,6.3,14822.35,94.27,8.33,419.83,724.54,758.13,42.45,34.02,30.27,41.74,30.03,26.63,35.73,11.73,11.77,38
162,Jack Foster,Male,5.76,215,34.6,7.9,10.7,42,11.6,9/19/2021,Soccer,Game,Midfielder,123.87,371.8,3880.71,3.68,16304.49,82.07,1.72,169.58,52.57,258.89,23.85,50.16,41.4,74.79,18.31,17.0,9.18,24.07,3.32,38
163,Mona Evans,Female,5.77,107,31.2,7.9,23.9,39,8.6,9/21/2021,Soccer,Training,Midfielder,165.77,800.45,8386.51,0.92,6726.92,91.26,9.9,406.79,697.04,909.97,5.51,59.7,13.66,16.42,8.13,54.24,14.17,22.51,6.78,38
164,Karen Irwin,Female,5.57,249,36.4,9.7,11.4,25,7.6,9/22/2021,Soccer,Training,Midfielder,78.87,480.42,1535.78,7.19,6817.17,126.37,1.38,442.39,278.92,375.44,10.31,73.69,53.17,4.84,55.12,59.37,7.24,33.13,12.13,38
165,Karen Irwin,Female,4.68,143,34.1,8.5,14.3,43,11.1,9/23/2021,Soccer,Training,Midfielder,15.58,856.99,8191.2,2.51,2865.4,120.23,4.47,797.74,12.36,650.59,44.83,48.03,6.48,35.04,22.18,7.15,23.58,20.31,13.64,38
166,Tina Evans,Female,6.17,135,38.4,9.6,20.1,48,7.8,9/24/2021,Soccer,Game,Midfielder,152.96,940.48,725.44,9.27,1654.86,55.18,7.69,723.58,540.24,55.35,7.01,50.58,4.08,11.56,6.78,4.51,14.05,14.74,3.32,39
167,Grace Perez,Female,5.14,176,37.3,7.8,12.5,41,7.3,9/25/2021,Soccer,Training,Midfielder,13.94,668.13,5707.07,6.01,11828.4,137.5,5.69,908.09,65.0,93.81,50.9,46.26,35.58,38.93,12.82,57.66,1.26,26.97,14.99,39
168,Tina Jackson,Female,4.87,130,28.8,6.6,10.8,35,6.5,9/26/2021,Soccer,Training,Midfielder,19.29,399.36,1319.86,5.22,2053.57,62.95,6.47,367.2,251.6,997.77,34.0,30.53,55.7,32.9,0.78,16.63,35.34,32.05,3.28,39
169,Ivy Anderson,Female,4.58,146,29.1,9.7,15.0,49,7.6,9/28/2021,Soccer,Training,Midfielder,156.53,205.45,1830.63,7.87,11583.08,177.45,0.6,230.54,224.7,350.3,39.12,60.47,35.19,6.25,50.75,28.71,15.21,4.83,16.14,39
170,Ivy Jackson,Female,5.68,154,26.9,7.8,21.5,21,7.2,9/29/2021,Soccer,Training,Midfielder,57.55,189.28,4186.82,7.06,8814.72,174.07,7.6,168.65,63.46,144.17,42.3,31.59,5.38,0.13,10.61,50.99,7.3,8.05,14.73,39
171,Eve Brown,Female,5.86,205,30.1,6.7,16.2,20,9.7,9/30/2021,Soccer,Training,Midfielder,162.91,68.46,1138.94,9.36,14899.52,129.73,4.75,466.48,31.2,146.19,7.37,65.68,55.99,23.95,27.22,15.8,33.0,0.99,9.6,39
172,Nina Clark,Female,4.53,220,40.0,7.2,19.8,43,7.0,10/1/2021,Soccer,Training,Midfielder,38.34,268.75,1771.84,1.52,3624.72,99.69,1.16,723.7,803.52,238.38,28.19,59.42,51.66,35.53,58.3,32.09,33.71,33.16,4.62,40
173,Nina Mitchell,Female,5.52,154,31.1,6.2,18.7,43,9.0,10/3/2021,Soccer,Training,Midfielder,117.63,802.66,6673.41,3.38,3213.31,162.88,2.95,460.61,801.21,183.13,58.49,28.53,20.85,35.36,3.57,13.99,37.19,21.93,8.12,40
174,Frank Garcia,Male,4.95,243,28.3,7.9,10.3,28,5.5,10/5/2021,Soccer,Training,Midfielder,100.87,515.2,716.01,4.6,13304.43,132.11,0.36,545.49,620.31,949.25,24.96,65.92,42.54,3.97,30.77,46.5,40.03,8.56,15.47,40
175,Alice Mitchell,Female,5.79,111,36.4,9.4,24.8,41,6.3,10/6/2021,Soccer,Training,Midfielder,109.27,188.55,4772.3,5.47,11442.26,184.79,4.44,403.92,348.24,945.29,23.39,61.51,35.97,15.43,60.36,55.89,20.61,24.4,12.34,40
176,Jack Owens,Male,4.85,244,33.1,9.7,10.6,31,7.9,10/7/2021,Soccer,Training,Midfielder,58.52,112.59,7376.6,5.12,5492.81,157.07,5.24,924.21,279.39,631.78,26.98,11.26,9.87,85.25,12.72,49.21,35.84,3.81,7.09,40
177,Quincy Foster,Male,5.88,243,27.2,9.7,24.5,36,11.6,10/8/2021,Soccer,Game,Midfielder,53.43,986.1,9235.52,8.11,6113.3,115.94,5.5,172.4,827.67,634.44,58.02,50.37,27.62,39.97,24.92,55.69,1.44,33.11,16.1,41
178,Quincy Owens,Male,5.27,239,30.7,6.5,18.2,49,7.6,10/9/2021,Soccer,Training,Midfielder,34.03,905.58,3989.06,6.77,12202.33,114.6,0.26,465.11,950.14,91.55,16.69,51.39,0.48,43.8,30.87,44.41,15.01,22.93,3.65,41
179,Grace Brown,Female,6.37,235,31.2,7.5,24.4,44,9.6,10/10/2021,Soccer,Game,Midfielder,115.56,262.64,5320.8,1.03,13268.34,136.73,4.47,901.39,434.93,623.31,63.24,20.02,54.82,52.9,28.21,20.81,19.27,10.22,14.75,41
180,Ivy Quinn,Female,4.78,102,36.3,6.1,11.7,47,6.8,10/12/2021,Soccer,Training,Midfielder,37.67,825.56,6912.83,6.5,12865.0,170.8,2.85,843.25,377.67,689.12,57.31,24.33,49.85,48.6,35.45,48.41,38.31,21.99,7.08,41
181,Tina Clark,Female,5.18,243,25.3,9.4,17.4,48,5.9,10/13/2021,Soccer,Training,Midfielder,63.35,110.67,3830.7,4.37,15483.25,143.89,3.88,314.29,905.32,89.66,39.48,56.69,17.81,80.77,14.96,45.59,24.63,33.57,6.91,41
182,Frank Roberts,Male,4.73,129,29.0,7.4,12.5,34,5.4,10/14/2021,Soccer,Training,Midfielder,63.08,916.02,8677.84,5.69,4602.57,157.75,0.89,351.37,272.59,262.48,0.42,47.47,41.14,81.34,11.1,16.16,1.09,33.17,7.13,41
183,Rita Jackson,Female,6.35,122,32.8,8.5,10.8,49,7.1,10/15/2021,Soccer,Game,Midfielder,174.51,579.37,10077.43,4.8,14255.53,162.36,0.07,68.85,2.69,368.36,36.22,43.92,39.35,20.13,2.82,63.11,10.3,24.96,1.03,42
184,Quincy Lopez,Male,6.25,191,29.0,8.9,19.3,38,6.1,10/16/2021,Soccer,Training,Midfielder,81.42,1066.6,2235.76,6.52,2773.94,182.74,9.74,825.13,18.63,403.08,36.83,13.7,12.0,22.85,5.6,26.0,24.71,33.39,4.6,42
185,Eve Harris,Female,5.02,214,34.4,7.7,13.1,46,6.2,10/17/2021,Soccer,Game,Midfielder,63.52,831.22,4262.91,9.91,3138.5,129.55,8.88,612.25,231.54,449.51,62.87,54.22,54.96,8.08,21.08,24.15,9.34,24.66,9.81,42
186,Tina Harris,Female,5.82,203,32.2,7.2,18.8,41,10.3,10/19/2021,Soccer,Training,Midfielder,142.58,957.31,7497.64,1.88,2933.75,160.75,3.77,541.51,391.37,817.89,15.89,17.05,51.67,66.13,34.72,43.22,7.51,35.71,2.27,42
187,Charlie Irwin,Male,6.13,217,30.4,9.8,11.7,29,5.1,10/20/2021,Soccer,Training,Midfielder,8.14,912.86,2695.6,4.23,3801.49,89.9,7.36,357.99,818.9,115.56,13.63,4.32,46.85,21.48,30.37,28.1,9.64,29.03,16.76,42
188,Nina Davis,Female,5.61,104,39.2,9.9,15.0,48,8.9,10/21/2021,Soccer,Training,Midfielder,73.13,1052.8,1683.34,5.76,15663.7,181.89,4.25,296.38,496.24,156.53,28.05,40.04,48.58,47.52,18.28,50.87,31.05,22.22,0.25,42
189,Alice Taylor,Female,5.56,203,34.5,7.2,21.7,45,7.7,10/22/2021,Soccer,Game,Midfielder,125.55,761.89,8076.45,6.0,5142.54,94.48,0.36,455.52,621.36,738.29,52.62,24.8,46.83,59.62,19.12,1.13,39.92,16.74,16.25,43
190,Bob Owens,Male,4.98,207,26.9,7.9,16.6,46,8.5,10/23/2021,Soccer,Training,Midfielder,141.05,441.06,2713.44,0.52,10360.04,120.16,4.03,528.21,69.98,187.3,36.4,5.4,48.94,59.67,43.58,63.97,10.6,33.82,11.04,43
191,Diana Quinn,Female,4.69,164,33.4,9.9,19.4,31,8.9,10/24/2021,Soccer,Game,Midfielder,25.74,654.41,10066.17,7.81,12002.88,133.46,5.13,540.19,396.89,156.26,43.35,60.2,21.25,52.96,18.75,35.79,38.44,15.43,5.41,43
192,Jack Brown,Male,6.29,220,36.7,6.0,19.7,33,7.2,10/26/2021,Soccer,Training,Midfielder,166.84,999.44,686.34,8.19,9237.87,67.96,7.53,594.91,328.29,522.8,33.69,20.13,52.98,2.56,13.29,45.52,11.87,6.59,9.59,43
193,Alice Garcia,Female,6.3,129,35.6,7.7,22.7,28,7.1,10/27/2021,Soccer,Training,Midfielder,143.1,520.42,1771.65,2.14,4592.73,177.57,9.24,233.7,932.72,499.72,25.68,8.57,41.25,13.61,4.19,17.42,15.29,9.0,1.64,43
194,Eve Mitchell,Female,5.77,248,27.6,6.4,14.9,46,10.1,10/28/2021,Soccer,Training,Midfielder,83.41,142.76,8476.77,7.53,8232.24,166.53,6.24,954.45,926.54,98.01,12.33,0.05,23.69,76.41,1.48,16.0,21.05,26.91,6.8,43
195,Hank Harris,Male,5.18,183,39.6,8.0,20.3,32,11.1,10/29/2021,Soccer,Game,Midfielder,18.38,429.0,4230.24,6.55,10514.23,148.34,9.62,905.22,351.8,178.44,3.46,51.98,8.36,8.56,57.34,57.01,0.78,8.34,18.05,44
